"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1,0.995472639581439,0.992174959421403,0.986523611974812,0.976931520050917,0.960911797547121,0.934856922099833,0.894216104789248,0.834648788608469,0.754464544787061,0.657200419284075,0.551672158498079,0.448474763434547,0.355760087470069,0.277465686193081,0.21404278248054,0.164003180969699,0.125152550753578,0.0952766232726567,0.0724311278265592
"2",1,0.995757752870324,0.992665027087153,0.98735962618032,0.978339567334061,0.963233399398765,0.938555718456088,0.89980609253322,0.842481938564092,0.764417605085214,0.668512248441939,0.563187810295857,0.459142945701992,0.364962268244157,0.285022849843807,0.220055908588705,0.168695512469823,0.12877174631266,0.0980489875576886,0.074546303182718
"3",1,0.996798124849691,0.994454135169746,0.990414200739396,0.983491297724548,0.971746858886425,0.952167981408898,0.920487949684679,0.871673896241889,0.801837348602423,0.711436122327677,0.607254513850996,0.500240507353005,0.400581532893627,0.314366576638191,0.243450099000841,0.186972769684485,0.142878896847635,0.108859743216475,0.0827963403477634
"4",1,0.995037727644181,0.991427605807966,0.985249258255192,0.974786811700087,0.957379923449939,0.929240809019378,0.885752905685104,0.822835908465351,0.739525836711096,0.64030689792082,0.53455198832763,0.43267139060692,0.342163183365505,0.266318180679515,0.205182184873684,0.157093218146595,0.119824899688745,0.0911964516832681,0.0693185591373272
"5",1,0.998510924854498,0.997402552583885,0.995456666228878,0.992020095468126,0.985907377675644,0.97497783370883,0.955528524658803,0.921882111315408,0.867380777068677,0.788078079801048,0.687322223635023,0.575955408660275,0.466854647868366,0.369319496190718,0.287439448901052,0.22142496857786,0.169509257093072,0.129284818951599,0.0983910951772915
"6",1,0.995514086204393,0.992246193734398,0.986645113374757,0.977136105508061,0.961248979757301,0.935393771147431,0.895026652385972,0.835783084134963,0.755903496646716,0.658833040798014,0.553331638136696,0.450010238300625,0.357083407529966,0.278551821756571,0.214906695475755,0.164677187931033,0.125672345706385,0.0956747650066664,0.0727348768116605
"7",0.271744367532816,0.277539429265736,0.28180554340027,0.289204245864769,0.302013157559468,0.324095548187275,0.361778871016832,0.424534568121844,0.523450758038409,0.662819109078857,0.823037170657992,0.953077713218305,1,0.951220706237076,0.836045836249464,0.694921962378026,0.557029463088585,0.436586927326551,0.337606422592892,0.258999254205741
"8",0.286225281171191,0.292144339841643,0.296499088053166,0.304046271127997,0.317096877110889,0.339551847095927,0.377749107412032,0.441045731019723,0.540087607732936,0.678223221292648,0.834832479108709,0.959095153543902,1,0.946969660224069,0.829859864583883,0.688511443264383,0.551277249252395,0.431793773651383,0.333771140300693,0.255999543530739
"9",1,0.996421665551491,0.993806588956694,0.989308179762728,0.98162463749448,0.968658632481676,0.947221373933123,0.91295238715842,0.860999317578044,0.788094606777763,0.695600038796899,0.59092973625653,0.484966013192277,0.387312477832554,0.303418690905821,0.234713652439787,0.180143306341478,0.137605843541839,0.104818033443109,0.0797116250554566
"10",1,0.995954448535902,0.993003177164885,0.987936653949994,0.9793119068425,0.964837920239025,0.941115373199457,0.903681963475992,0.847927407973103,0.771358829284447,0.676427487552849,0.571270147463712,0.466648510483028,0.371447521661137,0.290354775416523,0.22430142978408,0.172009905339384,0.131328781483071,0.100008007951454,0.0760410658699004
